subject activity timeDomainBodyAccelerometerMeanX timeDomainBodyAccelerometerMeanY timeDomainBodyAccelerometerMeanZ timeDomainBodyAccelerometerStandardDeviationX timeDomainBodyAccelerometerStandardDeviationY timeDomainBodyAccelerometerStandardDeviationZ timeDomainGravityAccelerometerMeanX timeDomainGravityAccelerometerMeanY timeDomainGravityAccelerometerMeanZ timeDomainGravityAccelerometerStandardDeviationX timeDomainGravityAccelerometerStandardDeviationY timeDomainGravityAccelerometerStandardDeviationZ timeDomainBodyAccelerometerJerkMeanX timeDomainBodyAccelerometerJerkMeanY timeDomainBodyAccelerometerJerkMeanZ timeDomainBodyAccelerometerJerkStandardDeviationX timeDomainBodyAccelerometerJerkStandardDeviationY timeDomainBodyAccelerometerJerkStandardDeviationZ timeDomainBodyGyroscopeMeanX timeDomainBodyGyroscopeMeanY timeDomainBodyGyroscopeMeanZ timeDomainBodyGyroscopeStandardDeviationX timeDomainBodyGyroscopeStandardDeviationY timeDomainBodyGyroscopeStandardDeviationZ timeDomainBodyGyroscopeJerkMeanX timeDomainBodyGyroscopeJerkMeanY timeDomainBodyGyroscopeJerkMeanZ timeDomainBodyGyroscopeJerkStandardDeviationX timeDomainBodyGyroscopeJerkStandardDeviationY timeDomainBodyGyroscopeJerkStandardDeviationZ timeDomainBodyAccelerometerMagnitudeMean timeDomainBodyAccelerometerMagnitudeStandardDeviation timeDomainGravityAccelerometerMagnitudeMean timeDomainGravityAccelerometerMagnitudeStandardDeviation timeDomainBodyAccelerometerJerkMagnitudeMean timeDomainBodyAccelerometerJerkMagnitudeStandardDeviation timeDomainBodyGyroscopeMagnitudeMean timeDomainBodyGyroscopeMagnitudeStandardDeviation timeDomainBodyGyroscopeJerkMagnitudeMean timeDomainBodyGyroscopeJerkMagnitudeStandardDeviation frequencyDomainBodyAccelerometerMeanX frequencyDomainBodyAccelerometerMeanY frequencyDomainBodyAccelerometerMeanZ frequencyDomainBodyAccelerometerStandardDeviationX frequencyDomainBodyAccelerometerStandardDeviationY frequencyDomainBodyAccelerometerStandardDeviationZ frequencyDomainBodyAccelerometerMeanFrequencyX frequencyDomainBodyAccelerometerMeanFrequencyY frequencyDomainBodyAccelerometerMeanFrequencyZ frequencyDomainBodyAccelerometerJerkMeanX frequencyDomainBodyAccelerometerJerkMeanY frequencyDomainBodyAccelerometerJerkMeanZ frequencyDomainBodyAccelerometerJerkStandardDeviationX frequencyDomainBodyAccelerometerJerkStandardDeviationY frequencyDomainBodyAccelerometerJerkStandardDeviationZ frequencyDomainBodyAccelerometerJerkMeanFrequencyX frequencyDomainBodyAccelerometerJerkMeanFrequencyY frequencyDomainBodyAccelerometerJerkMeanFrequencyZ frequencyDomainBodyGyroscopeMeanX frequencyDomainBodyGyroscopeMeanY frequencyDomainBodyGyroscopeMeanZ frequencyDomainBodyGyroscopeStandardDeviationX frequencyDomainBodyGyroscopeStandardDeviationY frequencyDomainBodyGyroscopeStandardDeviationZ frequencyDomainBodyGyroscopeMeanFrequencyX frequencyDomainBodyGyroscopeMeanFrequencyY frequencyDomainBodyGyroscopeMeanFrequencyZ frequencyDomainBodyAccelerometerMagnitudeMean frequencyDomainBodyAccelerometerMagnitudeStandardDeviation frequencyDomainBodyAccelerometerMagnitudeMeanFrequency frequencyDomainBodyAccelerometerJerkMagnitudeMean frequencyDomainBodyAccelerometerJerkMagnitudeStandardDeviation frequencyDomainBodyAccelerometerJerkMagnitudeMeanFrequency frequencyDomainBodyGyroscopeMagnitudeMean frequencyDomainBodyGyroscopeMagnitudeStandardDeviation frequencyDomainBodyGyroscopeMagnitudeMeanFrequency frequencyDomainBodyGyroscopeJerkMagnitudeMean frequencyDomainBodyGyroscopeJerkMagnitudeStandardDeviation frequencyDomainBodyGyroscopeJerkMagnitudeMeanFrequency
11 NA 3.4620253164557 0.27658531139557 -0.0191272531933228 -0.108941761642405 -0.58947649779557 -0.490379346996835 -0.0545862478780538 0.730526184936709 0.0527387028613924 0.140209861246835 -0.975394457689873 -0.957138770727848 0.126595478499051 0.0830134540658228 0.0078044254343038 -0.00657424975259494 -0.659323083055063 -0.608784226719937 0.0413075896974684 -0.0547328440272468 -0.0582275770813291 0.087284109682356 -0.739922126628797 -0.703501766487342 0.0123363638275316 -0.0805473309873418 -0.0493914065474684 -0.0480140167267405 -0.781738140601266 -0.868377254082279 0.0274157945953481 -0.542825032813608 -0.0470450692733133 -0.542825032813608 -0.0470450692733133 -0.679819504547468 -0.0844928174203481 -0.628367851066456 -0.00977386751806962 -0.826829028481013 -0.200767113821646 -0.619524028324684 -0.531455265662532 -0.750026145791139 -0.579491754749367 -0.502570240243354 -0.865871468797468 -0.224360420717722 0.0318551463759494 -0.982788334841772 -0.676672987166456 -0.632374688606013 -0.825559590221519 -0.672195644346519 -0.609444998247785 -0.34253164556962 -0.0874254925382278 -0.242572597206013 -0.983921284272152 -0.709949332117089 -0.776852868955696 -0.708842979272152 -0.751758277167721 -0.670892713066772 -0.857704059208861 -0.111874925112848 -0.181778028186076 -0.987084076234177 -0.611528074359177 -0.689436926487342 -0.696115804110759 -0.656133473274684 -0.897930478291139 -0.603941715534177 -0.757585939588608 -0.891269069427215 -0.571880430909177 -0.864827011392405 -0.876632508563291
12 NA 3.628125 0.27360872421875 -0.018337204411489 -0.106649116775 -0.583962207065 -0.522040023435 0.0797941473284375 0.69922245131875 0.029976775735 0.0330295544910625 -0.96738343446875 -0.9605729084375 0.1620018415375 0.070430311315625 0.0053115377979375 0.0003081123684 -0.582418267596875 -0.571359817082031 0.000101815436718751 -0.0628663472537188 -0.0592027333975 0.0960742146838125 -0.727881704983125 -0.73506282621875 -0.0623164074515625 -0.0731134377315625 -0.043678823491875 -0.0574585039485312 -0.709726149496875 -0.8112325993125 -0.0366384983846875 -0.559586545675313 -0.0038239326621875 -0.559586545675313 -0.0038239326621875 -0.6300504918575 0.030770299898 -0.63166805889875 -0.08442260098 -0.77729447821875 -0.0323395496842188 -0.578920210879375 -0.523287078731563 -0.7266403145 -0.586922577889687 -0.553076639139062 -0.843028845775 -0.183738216351156 0.0444598424159375 -0.96799153659375 -0.599109317756219 -0.591296422972219 -0.7754265825625 -0.602960063359688 -0.579168053712969 -0.2955 -0.046619864264875 -0.204694170128437 -0.96954674190625 -0.661246826087188 -0.74479814778125 -0.657369914584375 -0.750393858303125 -0.7334567315 -0.8096982755625 -0.084349829508125 -0.107309871566031 -0.96174996665625 -0.55928367746625 -0.78599137896875 -0.62258951955625 -0.564239194378438 -0.9053571410625 -0.545052787498125 -0.717311676745625 -0.86474358971875 -0.615223792904506 -0.78990285099375 -0.9203373
13 NA 3.55045871559633 0.275895876198777 -0.0176504796070948 -0.109135285550765 -0.624844460199083 -0.448816097853364 0.155412659665443 0.709996516908257 -0.0420858101162079 0.0443010536786239 -0.967268063455658 -0.953540716850153 0.0750288070994801 0.0794393034550306 0.00387961953328135 -0.0123485923641621 -0.638889532599083 -0.569700547488012 0.188734326000795 -0.0562470618980061 -0.0616613787494801 0.098866059686422 -0.715109859672783 -0.645728612088685 -0.134262430097095 -0.0881182379434251 -0.0440836605146789 -0.0582718748712538 -0.715772980189602 -0.718988591831804 -0.236134704746483 -0.539871637249541 -0.0812011027883792 -0.539871637249541 -0.0812011027883792 -0.625466938809174 -0.0204359410957798 -0.581215403184709 -0.112066802092049 -0.712745036012232 0.054338971921682 -0.638817912651682 -0.493467193137125 -0.629736258731804 -0.620602036452599 -0.462584458627829 -0.868501528654434 -0.222056646711315 -0.0348311463927523 -0.956324457553517 -0.66008217407156 -0.603340489937615 -0.710831730361468 -0.649606227431844 -0.562129866937645 -0.280978593272171 -0.0241961823456881 -0.238328546685321 -0.960220839633028 -0.65864242140581 -0.647152817899388 -0.620471226529052 -0.734657989051988 -0.650623558847401 -0.781292839840979 -0.112645469406422 -0.0806130190608563 -0.957753795963303 -0.589928108599083 -0.75556258529052 -0.606501643941896 -0.607295296423853 -0.880297071437309 -0.545164640719878 -0.652225306544343 -0.902611150152905 -0.551795383644343 -0.712054366504281 -0.895733215688073
14 NA 3.47987616099071 0.270184596009288 -0.0162548178510526 -0.100985935692074 -0.611671118216099 -0.374730765205077 0.0473391719826625 0.672081224882353 -0.111701388781115 -0.161179728291022 -0.941245714736842 -0.942377305312693 -0.0027578273574613 0.0741757467665015 0.00443682723817957 -0.00253044692473994 -0.641964198633003 -0.586459622773684 0.0524424195235201 0.000253671358297214 -0.0954921154823529 0.0606712446996904 -0.728661379340557 -0.398959362766099 -0.0592845867535604 -0.107556127062003 -0.0433200489340217 -0.0450693836894427 -0.7862917325387 -0.6979155314613 -0.103052042960836 -0.453262620331889 -0.0496903942968731 -0.453262620331889 -0.0496903942968731 -0.608973420309907 -0.119657750437152 -0.416459776709257 -0.0669493231018576 -0.700520939854799 -0.272828182546006 -0.619513271851703 -0.455237617000929 -0.440650672343653 -0.609406374110062 -0.376829989404644 -0.882591092012384 -0.319171141631269 -0.15308350824613 -0.935700203034056 -0.654385009392879 -0.598699531399381 -0.618712162187307 -0.661460356953251 -0.60215894382322 -0.4871826625387 -0.148657336754489 -0.305355379229102 -0.934830310650155 -0.699166400749226 -0.50463317018839 -0.42391821438452 -0.740052209854489 -0.348864187370186 -0.827052416622291 -0.241341060754489 -0.345434763249536 -0.961549467151703 -0.490874179820433 -0.835379524086687 -0.619815263339938 -0.596896308848452 -0.885104917396285 -0.5403741002387 -0.543030528985449 -0.88997380474613 -0.579429758890712 -0.717590101802972 -0.892967712724458
15 NA 3.6859756097561 0.27821340725 -0.016464484771311 -0.112563587594512 -0.556541173089329 -0.481679537956006 0.00308340336929878 0.688872511512195 0.102660491875 0.0372897701757012 -0.968733398628049 -0.956369493993902 0.135591727429268 0.0776897411304878 0.00489392052706402 -0.00440993190077744 -0.624055782158537 -0.594312678045091 -0.0616458871920732 -0.0281278780610671 -0.075878845519878 0.0906658516 -0.696859473045732 -0.708779069191463 -0.0164187550037195 -0.0960910108539634 -0.0441270690182012 -0.0555645456881098 -0.731382711036585 -0.853956592073171 -0.03589902699125 -0.527285352000488 -0.0758776303927439 -0.527285352000488 -0.0758776303927439 -0.654799694757531 -0.0514610196457317 -0.617721779796037 -0.0542745147657591 -0.805282669512195 -0.239189702983537 -0.583772317445122 -0.507735205778384 -0.741745724698171 -0.547150855443902 -0.501568435233384 -0.866322700804878 -0.218637119967988 0.0505085375937378 -0.97693808195122 -0.643469519361585 -0.609408057377744 -0.805543465588415 -0.637655155092835 -0.605854882622652 -0.304268292682927 -0.0490273566650701 -0.197408729697561 -0.976245168810976 -0.664354428856402 -0.760711411006098 -0.711194539920732 -0.709336168176829 -0.684504735744512 -0.80950378429878 -0.143256673841646 -0.222137469043902 -0.982368371585366 -0.562948391223628 -0.743902437966463 -0.656990858314024 -0.614817605125915 -0.87408052510061 -0.677640387552134 -0.732394493841463 -0.868355222073171 -0.582198431045732 -0.83680189402439 -0.874564458993902
16 NA 3.77049180327869 0.277887440374317 -0.0158567888309016 -0.107263924445355 -0.668161498298634 -0.649947067892896 0.00311263326530055 0.700906130308743 -0.0605235993797814 0.0402075536234973 -0.971156432131148 -0.964727519945355 0.00801187159016393 0.0775488885374317 0.00884018328270219 -0.00143730005564208 -0.72786174352459 -0.735080198043716 -0.0486329630982514 -0.0122341446725137 -0.0724444803980874 0.0730144651530055 -0.799534450491803 -0.810124133715847 0.0315516794377049 -0.107361614801257 -0.0416615668939617 -0.0539470410873497 -0.858298719153005 -0.86957312057377 0.0424870540431694 -0.616131116889044 -0.0585560819733333 -0.616131116889044 -0.0585560819733333 -0.725246870486339 -0.0598259325279508 -0.718168775628415 -0.0495879774028962 -0.860446372459016 -0.123215792939945 -0.700885147341803 -0.671572147098798 -0.660989948160437 -0.656969045058415 -0.661844530506831 -0.833123160565574 -0.238570460241803 -0.0276434719766667 -0.966855583032787 -0.744662041612022 -0.748627001551913 -0.752302172079235 -0.73477673661306 -0.738434398105465 -0.349289617486339 -0.0318889109278689 -0.194511969031749 -0.970228619043716 -0.789780147036612 -0.815962130027322 -0.756286641721311 -0.804991831502732 -0.809421448142077 -0.845675522953552 -0.137899091231284 -0.158018408842896 -0.991423203360656 -0.666962508246721 -0.738835499478142 -0.605339364289617 -0.713167613706148 -0.862780812136612 -0.661107135227049 -0.81712881920765 -0.877539582704918 -0.565554545992924 -0.87277228273224 -0.901379129918033
17 NA 3.71467391304348 0.274029548065217 -0.0175416045074728 -0.109199853130082 -0.608455243870734 -0.567005319464348 0.105299553383424 0.69893741138587 -0.013734698125 -0.0177042428953804 -0.971771652907609 -0.958810046467391 0.0849058467274457 0.0814060565059783 0.00848949673339674 0.00270288011005435 -0.682603096154891 -0.668693821044565 0.0424221560313044 -0.0146686177049565 -0.082710926198038 0.077025064375462 -0.759011119945652 -0.764867040625 -0.0939283844444429 -0.107854170946467 -0.039171944702962 -0.0508496510874185 -0.788387981630435 -0.825988662771739 -0.156541413609239 -0.568367244093859 -0.0922540161415761 -0.568367244093859 -0.0922540161415761 -0.696465197235054 -0.0733402373708696 -0.676185123284103 -0.113237857071168 -0.810438232853261 -0.0884314289414946 -0.651780423718288 -0.601741376260245 -0.718947424896739 -0.59351017342337 -0.576930056063587 -0.86893812680163 -0.226292383353533 0.00529992922366848 -0.983692347065217 -0.716681622653533 -0.694754837788043 -0.802528785896739 -0.67654494089212 -0.663158393238587 -0.332173913043478 -0.0799059758048913 -0.161634762970163 -0.984809498070652 -0.728710411180707 -0.774745258994565 -0.726857840652174 -0.770057225710326 -0.761335243695652 -0.876686655869565 -0.0811027581206794 -0.106778297950136 -0.986491327554348 -0.646189154826902 -0.790854572478261 -0.538472873953533 -0.697575558993207 -0.852311937771739 -0.630303262615489 -0.769498551467391 -0.911928651603261 -0.49319544476087 -0.829124468315217 -0.868875085486413
18 NA 3.62637362637363 0.276324152142857 -0.0172831546595266 -0.108112251068681 -0.694616884972527 -0.627117507326923 0.126973451613294 0.716863248351648 -0.01578199625 0.0899901746593407 -0.980138675796703 -0.969542030412088 0.0862184266447802 0.077480921531044 0.0128850449171841 0.000848545124184616 -0.734644450054945 -0.732969175274725 0.10556982337967 -0.0373993798891484 -0.0678200104982143 0.0908402866868132 -0.804533729046703 -0.777361713653846 -0.115904915615934 -0.0944029581558242 -0.044169186546978 -0.0568482569002198 -0.842893477884615 -0.884050472967033 -0.056524480051044 -0.658370952115385 -0.103420726158791 -0.658370952115385 -0.103420726158791 -0.753904676895604 -0.0659252517868132 -0.714735668626374 -0.0611415275811538 -0.859899942335165 -0.179658335651209 -0.714227764615385 -0.663659666593407 -0.761229192087912 -0.687850549203297 -0.632838238002747 -0.876162298362637 -0.210288060037014 0.0142017941035714 -0.984403219120879 -0.750020077252747 -0.744113444532967 -0.833032083021978 -0.742517893708791 -0.739197834642857 -0.302637362637363 -0.0691387922027473 -0.211800163516401 -0.985342657087912 -0.787757637521978 -0.816385880247253 -0.755926770686813 -0.812175241332418 -0.759665554340659 -0.818681318788462 -0.11359630596717 -0.245477245070522 -0.99179019771978 -0.697732862178571 -0.691928760620879 -0.707190560703297 -0.742323821887363 -0.836473048708791 -0.62184689467033 -0.816286626730769 -0.879684418461538 -0.60285176672033 -0.88466302260989 -0.882347809978022
19 NA 3.9 0.269723487105556 -0.0182031515710306 -0.118277180099383 -0.574658922919194 -0.507035084992639 0.152493066087278 0.475323016 0.0964052626666667 0.233011401195083 -0.958290447861111 -0.95925383425 0.175558561323889 0.0774171147766389 0.0115812421960876 -0.00186198850195833 -0.571088266146083 -0.571311190432222 -0.00915121527863889 -0.0385723953346511 -0.0681420603177778 0.0883609591559167 -0.637789914575556 -0.643866300560306 -0.211363429495306 -0.0895939425055556 -0.0383208736670278 -0.0569649444286944 -0.618836206634444 -0.725991380623889 -0.169826316053611 -0.531507362111361 -0.0944196037356111 -0.531507362111361 -0.0944196037356111 -0.5762252472125 -0.0143635160228611 -0.548919668132222 -0.0838070012175 -0.683436541824444 -0.0827028501833333 -0.587050355097528 -0.521888076609778 -0.647026298284028 -0.5708979748225 -0.530901585022361 -0.809615384086111 -0.212433282953944 0.0703873634217222 -0.890328877269444 -0.593157169174611 -0.596694943936944 -0.680924493180556 -0.586910128980833 -0.572596722878 -0.224222222222222 0.00263882956916667 -0.160787596137611 -0.893768668694444 -0.553089575942778 -0.641337299817778 -0.602625307818389 -0.666071315599889 -0.650105402347778 -0.836015325730556 -0.0321842609068333 -0.19629760694 -0.922707125555556 -0.556404444967972 -0.713026818855556 -0.619923645403611 -0.576064647812278 -0.8341269836 -0.707005982963056 -0.636287999799167 -0.881623932222222 -0.547001152686111 -0.719519008752778 -0.922486772055556
20 NA 3.74293785310734 0.268425757926554 -0.0175912993773164 -0.108029145824294 -0.60484669490339 -0.369336706508757 0.13258042364339 0.628040637177966 -0.0373059475847458 0.10723075947935 -0.958201862627119 -0.952506793418079 0.115832283090424 0.079818125480791 0.00220928707107345 -0.00450611895602542 -0.627098830685593 -0.527174601581921 0.12375436292554 -0.0242488811785028 -0.0789448418069209 0.0856280628860452 -0.684586332415254 -0.573677383024548 -0.141722632690678 -0.094982179135 -0.0414356124141243 -0.0543001277610169 -0.698354145936441 -0.684280685533898 -0.0813792545353107 -0.517257429345412 -0.0502564841339266 -0.517257429345412 -0.0502564841339266 -0.619698756735028 -0.0741533345121751 -0.516861235888701 0.0449185547824859 -0.684048497355932 -0.0689328908887006 -0.612641113666949 -0.426398722000395 -0.665006945724294 -0.60314894923565 -0.381534028764124 -0.795306387966102 -0.228177936580508 -0.0114411446707345 -0.965921621073446 -0.652264226931438 -0.557791286001412 -0.732835648957627 -0.634710081102825 -0.525907610282373 -0.371525423728814 -0.0946565249276271 -0.295851375876469 -0.966820437937853 -0.626445370827119 -0.591039733449633 -0.518444509491525 -0.704481841200565 -0.567588605842655 -0.774206117870057 -0.152974668730028 -0.197281081362486 -0.963786795 -0.560278889421186 -0.788622637765537 -0.637702984241243 -0.584571446817062 -0.89471796130226 -0.617887205873446 -0.606970915061638 -0.878893235141243 -0.668193694322034 -0.692638075749774 -0.92529817840678
21 NA 3.93627450980392 0.277466525522059 -0.0176664578561765 -0.10877848058848 -0.672323867377451 -0.565585190336299 0.115715630752696 0.645775957808824 -0.0750963071446078 0.0321851774362745 -0.965586634460784 -0.969330818455882 -0.043004634573652 0.0822207874776961 0.00350107553584853 -0.010659072671299 -0.699763344205784 -0.66515912310562 0.177158601301471 -0.0276346639303578 -0.0784719736838971 0.0861212668362745 -0.79617228689951 -0.765057760637255 -0.00276565434828431 -0.100558317889216 -0.0408236141863333 -0.0533861046416422 -0.792483156720588 -0.815859336004902 -0.147096820937623 -0.620309259553676 -0.0386087193459135 -0.620309259553676 -0.0386087193459135 -0.703461275879657 -0.0731918015763971 -0.693779224517157 -0.0888848806166912 -0.807817403137255 -0.143709884891667 -0.693486097144118 -0.59377821414902 -0.707713799021814 -0.665349663426471 -0.578748586831863 -0.824472095862745 -0.230976168156039 0.0412761403403333 -0.96774569370098 -0.71641413145049 -0.678615118728922 -0.767351986555392 -0.709800728388235 -0.674102360655147 -0.358137254901961 0.0168697571497059 -0.161814485722304 -0.968571202818627 -0.752040828651961 -0.759325714811275 -0.709471420465686 -0.811026710110294 -0.771388318823529 -0.80730223129902 -0.089010657789951 -0.18645796643924 -0.97818946129902 -0.658664719514706 -0.75862068877451 -0.583876378965196 -0.679742584809363 -0.865312790536765 -0.59207221201152 -0.776473060171569 -0.904725992990196 -0.588907241585049 -0.826275026053922 -0.901104885754902
22 NA 3.8411214953271 0.274767690046106 -0.0168273604077383 -0.108670376782866 -0.546089975548692 -0.491188426241526 0.185246219220156 0.609390874922118 0.0315098683115265 0.23588786398215 -0.95850446411215 -0.957323093436449 0.200721203545981 0.0791031130417757 0.0152572466619626 -0.0072287329753271 -0.584963756862305 -0.560470117123364 0.15915700641215 -0.00800630644716511 -0.0949661116922118 0.0812406584647975 -0.695919202960436 -0.784052281090343 -0.144134782438318 -0.109257561827445 -0.0384616223750156 -0.0582144293519003 -0.708898710199377 -0.859924419844237 -0.171421066866044 -0.504099198287601 -0.106124931011869 -0.504099198287601 -0.106124931011869 -0.609772829890966 -0.00690789267850467 -0.637666108456075 -0.0268998462148598 -0.794681311214953 -0.0760050479352025 -0.594929652065732 -0.508172778206231 -0.687320961149533 -0.528958812567601 -0.51558097336324 -0.793673615538941 -0.181031984073891 0.0371992326304984 -0.943441932398754 -0.60425320237352 -0.574318114038941 -0.739701808286604 -0.602457991412617 -0.576391814080349 -0.310903426791277 0.0665521438309969 -0.178425080835514 -0.945358588224299 -0.639575654479751 -0.79139974588785 -0.643363339819315 -0.714977903442368 -0.782046079563863 -0.801482436320872 -0.164138008195857 -0.200741314631402 -0.947051582866044 -0.574333164853583 -0.698786119626168 -0.567814392923053 -0.585442501515888 -0.89655342846729 -0.511359499661994 -0.728166770031153 -0.895998083208723 -0.527147083164299 -0.830191956697819 -0.920783265978193
23 NA 3.6747311827957 0.273493254730108 -0.019589258786828 -0.109093982385242 -0.622594039757258 -0.532078546615699 0.204291205108333 0.662324737580645 0.0146209197354839 0.0518662466372043 -0.964393040295699 -0.960318907096774 0.159071830793521 0.0778588215843817 0.0200470964972984 -0.000717680881887096 -0.608183751830914 -0.61898123051828 0.272328065232151 -0.0220890418013172 -0.0825972963754032 0.074694942324328 -0.755738625241935 -0.500338191139785 -0.231299588568925 -0.0966990737225806 -0.0432722741798387 -0.0621959093526344 -0.728692138333333 -0.546043593651882 -0.30079017879457 -0.532754757205108 -0.11980388690914 -0.532754757205108 -0.11980388690914 -0.58640067170914 -0.0548695924814516 -0.544207964433387 -0.10463410029086 -0.623412641977151 0.0134625077265323 -0.599080886430645 -0.548483208943548 -0.49021281618414 -0.633839114436559 -0.554471679592177 -0.796112489841398 -0.20872442068086 0.0297877248998253 -0.909623236021505 -0.617521836605645 -0.628231338392742 -0.578870810235484 -0.635054351475538 -0.636977610060753 -0.272043010752688 0.0173580639424731 -0.124670179855 -0.90978923577957 -0.685136501518817 -0.497783811010484 -0.617685416736559 -0.779197054064516 -0.50785054741371 -0.837041155887097 -0.0251692798377688 -0.0592724696043011 -0.965257828225806 -0.529029284118011 -0.825917686405914 -0.630005218853495 -0.542663319457527 -0.879928314034946 -0.681184723083333 -0.534657191683602 -0.903225807564516 -0.617142129177151 -0.584111049810215 -0.915429254032258
24 NA 3.64829396325459 0.276767046391076 -0.0176822460103885 -0.107914503687664 -0.675459176298425 -0.582490655185302 0.084690275920105 0.69498126808399 0.0729509702152231 0.0623227714146982 -0.975329699658793 -0.96089816664042 -0.0682256632774278 0.0784735003467192 0.00396900308574016 -0.00700960558805774 -0.74030054488189 -0.685979796261942 0.03127746760958 -0.0212578096847769 -0.0782440202677165 0.0841740375981627 -0.776199049939633 -0.763365457296588 -0.052708779152231 -0.0998294248142257 -0.0390749421383202 -0.0552987683401575 -0.764490030609974 -0.792718702440945 -0.112961231426877 -0.620032665162467 0.00596607212448819 -0.620032665162467 0.00596607212448819 -0.713667423769029 0.0124381577168504 -0.682447212750656 -0.0306228875627297 -0.791646550787402 -0.0159949722580052 -0.707613779580052 -0.611509042586877 -0.65585899482231 -0.664356691751496 -0.594676790059055 -0.829800120942257 -0.263352298517585 -0.0176079240963255 -0.962554466115486 -0.752245372493438 -0.703641614506562 -0.719655747391076 -0.751378154304462 -0.688280461860892 -0.277690288713911 -0.0570423475325459 -0.23113163252252 -0.964895950498688 -0.722607377748032 -0.753710479580053 -0.70948857687664 -0.794063529133858 -0.771969808976378 -0.855733549650919 -0.0501078590267979 -0.0975347609866142 -0.987388091706037 -0.650121872273806 -0.821341298212598 -0.630239074390551 -0.696845583388451 -0.852101818929134 -0.510962120490945 -0.754131617480315 -0.892455751931759 -0.616326058035171 -0.795019165380577 -0.90167895508399
25 NA 3.53545232273839 0.275301467772127 -0.0193221769314914 -0.10962903098044 -0.716264537547677 -0.531421035602689 -0.0232163159468215 0.672386622127139 0.0471601427530562 0.239226040930391 -0.950017091344743 -0.901088770963325 -0.00150967354816626 0.0817657442063814 0.00638633884442543 -0.010346171499489 -0.79682335007335 -0.722502919364303 -0.068508769675379 -0.00298151164792176 -0.083900354157824 0.0993606079900489 -0.683131970775061 -0.752261013276284 -0.149042765371638 -0.108263884562298 -0.0389884753435208 -0.0555782223647433 -0.768682473178484 -0.902628080757946 -0.116503418508093 -0.583377749713936 0.0233690471588655 -0.583377749713936 0.0233690471588655 -0.783445354474328 -0.113521480359364 -0.625733064258924 0.012931100845379 -0.849630706259169 -0.247997611451589 -0.748416509682152 -0.600027697242054 -0.738509947579462 -0.705223686579951 -0.529064652290954 -0.918375022315403 -0.306657190525183 -0.108650116189389 -0.989882439877751 -0.804144642836186 -0.740570312249389 -0.849504849486553 -0.807712525721271 -0.721707668572127 -0.407041564792176 -0.110793009529829 -0.347751351072054 -0.992053083031785 -0.672197763601467 -0.81313379207824 -0.746832213594132 -0.690398481943765 -0.723584437530562 -0.87016271804401 -0.207601176327873 -0.349146931885306 -0.99345603398533 -0.69501971 -0.778602142325183 -0.595202505013692 -0.779190075892421 -0.911902820464548 -0.506172195461858 -0.754236109755501 -0.889787474767726 -0.541920945777213 -0.875970674743276 -0.910117591471883
26 NA 3.71683673469388 0.2730365808625 -0.0161687277463495 -0.107637894928571 -0.623101031168367 -0.585967142418112 0.154561322995663 0.615123534668367 0.10870478277551 0.234107010472449 -0.96781789994898 -0.959713562227041 0.229759376393367 0.0808743261341837 0.00767709978181122 -0.00724891943768878 -0.682815652993112 -0.678386582086227 0.0127334921704847 -0.020659932105102 -0.0827415060904082 0.0917853294044643 -0.766673970339286 -0.800675471045918 -0.254958358859923 -0.0988125627461224 -0.040476400288852 -0.0558282743354031 -0.732321370690816 -0.836112175331633 -0.181869952947832 -0.600932264175765 -0.0705082549148724 -0.600932264175765 -0.0705082549148724 -0.694917859209184 0.00435349747548469 -0.694597662936224 -0.0784602919170918 -0.798325916709184 -0.0127232345195408 -0.65109030186199 -0.610425833240306 -0.724046087155612 -0.61349959767602 -0.600274809826275 -0.739403453244898 -0.222545825808673 0.0360382137913265 -0.969983158673469 -0.699413168295663 -0.696726473912755 -0.76956529125 -0.694314518927551 -0.6803580612 -0.261122448979592 -0.0238396622303571 -0.168914575347832 -0.971583030510204 -0.703109561068878 -0.799353075357143 -0.689404846813776 -0.78740310059949 -0.803635337372449 -0.81386347597449 -0.0167778610493112 -0.0997774465610969 -0.977871272576531 -0.6317569828625 -0.745601688977041 -0.617271297821684 -0.679278323637755 -0.866942013778061 -0.625751216105357 -0.770504884821429 -0.866562009737245 -0.568792938145944 -0.823865297193878 -0.898688046316327
